Date,Value
2013-06-29,11349050.0
2013-06-28,11345025.0
2013-06-27,11340825.0
2013-06-26,11336675.0
2013-06-25,11331950.0
2013-06-24,11328250.0
2013-06-23,11324675.0
2013-06-22,11320275.0
2013-06-21,11315975.0
2013-06-20,11311650.0
2013-06-19,11308000.0
2013-06-18,11304875.0
2013-06-17,11301225.0
2013-06-16,11297375.0
2013-06-15,11292700.0
2013-06-14,11288300.0
2013-06-13,11284000.0
2013-06-12,11279175.0
2013-06-11,11274175.0
2013-06-10,11269775.0
2013-06-09,11265275.0
2013-06-08,11261100.0
2013-06-07,11256900.0
2013-06-06,11252875.0
2013-06-05,11248425.0
2013-06-04,11243375.0
2013-06-03,11238125.0
2013-06-02,11232900.0
2013-06-01,11227800.0
2013-05-31,11222850.0
2013-05-30,11218200.0
2013-05-29,11213975.0
2013-05-28,11209775.0
2013-05-27,11205725.0
2013-05-26,11201425.0
2013-05-25,11197400.0
2013-05-24,11193100.0
2013-05-23,11189050.0
2013-05-22,11185025.0
2013-05-21,11180875.0
2013-05-20,11177150.0
2013-05-19,11173700.0
2013-05-18,11169850.0
2013-05-17,11166175.0
2013-05-16,11162150.0
2013-05-15,11158525.0
2013-05-14,11154850.0
2013-05-13,11151175.0
2013-05-12,11146675.0
2013-05-11,11142225.0
2013-05-10,11137850.0
2013-05-09,11133675.0
2013-05-08,11129525.0
2013-05-07,11125450.0
2013-05-06,11121050.0
2013-05-05,11116975.0
2013-05-04,11113125.0
2013-05-03,11109275.0
2013-05-02,11105600.0
2013-05-01,11102000.0
2013-04-30,11098475.0
2013-04-29,11094750.0
2013-04-28,11090225.0
2013-04-27,11086050.0
2013-04-26,11082075.0
2013-04-25,11077775.0
2013-04-24,11073800.0
2013-04-23,11069425.0
2013-04-22,11065450.0
2013-04-21,11061400.0
2013-04-20,11057050.0
2013-04-19,11053425.0
2013-04-18,11050300.0
2013-04-17,11046225.0
2013-04-16,11042050.0
2013-04-15,11037475.0
2013-04-14,11033475.0
2013-04-13,11029400.0
2013-04-12,11025425.0
2013-04-11,11021100.0
2013-04-10,11017000.0
2013-04-09,11012400.0
2013-04-08,11008200.0
2013-04-07,11003975.0
2013-04-06,10999925.0
2013-04-05,10995725.0
2013-04-04,10992125.0
2013-04-03,10988125.0
2013-04-02,10983675.0
2013-04-01,10979300.0
2013-03-31,10973850.0
2013-03-30,10969925.0
2013-03-29,10965775.0
2013-03-28,10961225.0
2013-03-27,10956750.0
2013-03-26,10953600.0
2013-03-25,10949700.0
2013-03-24,10946300.0
2013-03-23,10940875.0
2013-03-22,10935625.0
2013-03-21,10930000.0
2013-03-20,10924425.0
2013-03-19,10919750.0
2013-03-18,10914825.0
